id,prompt_group,fold
799261532,5044e893744636f630c3,5
799401389,790431a45dc831e7da6c,3
799410113,890ab5c257d2e570d401,1
799457957,a0ef19733f165b3c43a1,2
799679080,07fa101cce4b052fc5b1,8
799680491,b04f193194c9017c7bba,8
799764192,075a3bb3c462b93cb79c,8
799989804,c1002f234aed0ff510e3,2
800126280,d9faec3e27ade0cf5655,6
800253776,906a80ecba2dc9c52d3b,5
800402964,5ee0ae96537ce3438f77,0
800443919,c7ddaca06d148cb73c9d,6
800536650,2668a79ec05ffae059f7,7
800664060,325fb026712a178cdd77,0
800768941,59233f7fb56c20222613,4
800848939,91a198cd4f91bd1d5f8f,5
800898722,b734ac2d955deaca965c,4
801080975,0f9b530a49b7388090dd,0
801081459,fbd6cb5126d23526bef0,1
801084946,363208aa7e2efdf03134,1
801126386,bed3159ef0a78b9f60f5,9
801177483,1ef14163a11aa42ce81c,1
801304877,f4be1be5e502f3a4122e,3
801444567,2503c2f5dbf279bca4e5,4
801610829,8841a36dbc5a3ba05ea6,1
801651475,8788c555afd8c6806eee,4
801691302,477681ae30137711c727,4
801750304,2925d2295a237d97c231,3
801777139,eba244f95dc5c9537e46,3
801841311,a1f22108a4bebb12a125,4
801886888,530a0ea6c6ecd4bc4288,6
802025795,0949745cb7726b665586,4
802140433,af863fc36393c6369286,9
802219167,df3f5f034d468240a5cb,7
802322011,13fc37b84eaf8f65a03d,9
802382754,e5fd70f402af06807500,4
802392842,4ed365434e91ea31885b,7
802496863,0c5710df0fdbabf519ed,2
802508480,f698a6c735686abc653e,6
802684615,7fdb4ca848478549fc11,2
802839244,dab8240be80231cdac75,7
802928076,2dd662ad69c7d296cd26,2
803033356,88372a9ae716ac7a174b,8
803138128,e2c7b1309436ea65a5b3,2
803295780,4301e706c3be7155cef8,6
803421317,71f7f5daa006e20a52f1,4
803482476,63decf4cd5965306a1b3,3
803555190,b0c206f85f6e03aefcd2,2
803627328,79c386a208ac0dd40c1b,2
803675165,68e87100673590a8505c,6
803755354,d7e222c145ed7a5d2f56,0
803823122,742b4693f69fb0dcba94,4
803873442,7f961e59f1fa17eab958,3
804030435,ce9e584dfe7733537d3f,2
804132982,b28d0e26db4db32b7c69,0
804208116,c6456e30f65bf64d03cc,4
804212049,fc9c821761a503c421b8,3
804288048,7466affa87d1fa821bdc,5
804466226,6e9e0df4ab1762d3bf03,8
804467499,445db3eba62b70324f17,7
804497184,90dcd01069f2023f6c7d,4
804611218,be28465612960088490e,0
804670237,cca03428a649e9e69678,9
804722742,8be78c14ab052e7153ca,9
804786018,2de1418b38904c6a994a,6
804815948,54d8f31c6fddc187ca24,1
804886162,a1dadb99c54946c68d8a,4
805052962,17530c9f1f232fa876ed,8
805102817,db3512204ab5b572e659,1
805166016,99af8fa58eda41add6a3,9
805176826,8fda6c4fdb4174b32af5,9
805218091,71da2f27a1d65d2d4a85,0
805224197,756fcdae4c609a580002,4
805235116,39e16976901d13d7083b,9
805314741,2841c2dac0d23e13fec1,5
805484576,a181da7d327b15190990,4
805566056,6fa165b63280023c45aa,9
805577365,a8e58d82492236576559,8
805595230,07cb54a985849d2ac29c,7
805649698,755a6afc94d8badaf7e9,7
805672468,a6b4c191ca8ac0e9b0b6,3
805690979,4b3b737b0d577d82553c,9
805691012,83440087be2c1c17622a,9
805696364,f24aefc966c0aaeb5d0e,0
805807042,bcdeef147d14a96819f0,9
805911110,b9e82b7dd01309246def,2
805937652,88d989707a48b608190f,1
805942889,8197208dab23666e7176,5
805969163,2f033b9e212c6c8aef81,3
806051943,51ac99b4cd5c8b4224bd,5
806191985,91287b2d51341bf5ca46,7
806204236,f3318d4d0d7cdec6d3a0,9
806247660,50f1130aaefaffde6f47,9
806267629,649f39bd6eca0183cae8,8
806352566,f512a00895abc4de5853,5
806361759,af5ae473a9db98276df5,5
806366615,a7de2adccaec996b8676,8
806472052,decbe748c07881db1183,2
806490979,2749ecec3eb298f93d0c,9
806518622,23722018c1616c068544,6
806537741,3fc7ea30cd5f06171446,5
806773863,3951c050326518383e72,1
806799955,a9874848b08e10c252c2,7
806976200,d7355c62f0c69690cf87,1
807302486,d936ee0c8545f2248d90,8
807373452,e07ad113785c9effeeea,4
807533503,09394e8e8451668449a2,5
807610203,af79ddbd7fe5b4199159,2
807659315,47275a2a4f4fa9468f19,5
807760431,818ad89777a5c458cb68,4
807948782,9cc481e329c8cab96e02,8
808002815,3604b20564b21dafe749,2
808025704,57966ce8afd05990f84a,9
808127171,f9e99f11b9c72e6b591a,3
808176589,247e9e425a4213f4dcee,2
808234945,590c36301b9e1c877618,3
808284062,9329cfdbb4e101bc973a,4
808323861,402546ba73e9ace0d3f2,8
808388349,72fdb3126ce7842310fb,6
808411944,d2eaf655aa5a64858ae2,7
808724574,0612093a6b9e0f5f6ce9,2
808748161,052d75903ab0e6f48beb,4
808796895,f15f0e2bcc4320930747,2
808819427,13bcce43f26e85aaf2d2,4
808840984,994e2e426293602681d1,8
808843586,294344230d628c128d47,7
808873576,6c330c13d553a011a322,8
808887198,376d7c364f5d7fbc8a6e,2
808909771,17979be476f6a497e9c7,8
809311656,7bde18fb740fc8abd8be,0
809592779,5daee841395fe5d87512,2
809686481,57ad62751da8ac0bfa6c,0
809811084,f39ac7cd6117d74da466,1
809821657,8f4f6eb212cb66ee1aa4,6
809831413,cdd022dbf1651cfabce1,9
809848307,d6f4858acfea6ce08c2a,5
809857452,22ecb026d7c8cc757e4c,1
809865371,b7d3563d1ed491b4ba0d,1
809879359,2cb8ba86d65078422182,9
810011185,8f8b3dd3a595a1468e5f,5
810155745,09edf245dd79af40307a,9
810224109,f1f04c5e50f96087b7ba,9
810246688,d8c5211fc5fcad39f089,5
810365751,57abe9cbc607eaf44d0a,9
810453781,79b5d6f2e9573614d550,6
810664849,4f2c3d09ddcf35c70378,2
810709019,bab704af86f55f72380e,6
810820070,ad203c84ac446d420b22,3
810865152,a02fbdf7c64ccc0fb261,8
810870247,a528a1ce6e3d23d4396b,1
810931083,5884f46ab6a396d60d73,8
810963872,39064bb937f4dc773423,0
811059639,0c6807e3adeba786bd52,1
811110440,cca3c28d08a4f78eb903,3
811144221,9e200f8ac9584e0b9f3b,6
811220596,2057184f526147310f95,3
811251686,98efd418e44f6099bbbd,8
811264514,dc329b89361c3ac773dd,9
811298875,4606e027989bb400f171,2
811522991,915d96cd003ea5f63472,3
811685968,414b022612d1622d49a4,5
811700473,8fca8fc729f63425821d,0
812069136,183904a8a9425cefe0bd,8
812078962,1d3a357fcc0bfe679519,1
812193570,968e14d508ab465bb0a0,9
812224393,994caa42cfe8f30e6403,9
812238034,a95d4944679403aae0ea,7
812295397,00bd8124597aba49e151,3
812518689,0bd6f4f5773779a90b7f,2
812623432,5f519ae1894e19cbfa8a,6
812646140,f31ad3f0b7e56682c987,7
812682245,f6fc1097b5bc254a4d6b,0
812704820,0d009ee2a0bfba4f9bef,9
812768940,11f30ee837eb13df21fb,1
812788277,1669ca005e6b354d37fe,5
812801100,303679de648d9d9ea004,4
812843511,a2c551bd3d3cb8ab8b61,4
812881541,907ca5c50ea17f39242b,6
812944009,5ecb24c6f988cc4788cd,5
812946649,bda38c77c892d25a1eb3,2
813027228,21272d9907dbee8bb84b,5
813215959,d0408862e3aeb8f7fd57,1
813338471,b7bfd8353c459e78de30,9
813380743,b09d5e5372e8aa3cab03,4
813403967,5327d260f3c00af05635,6
813494037,b3d57ba75ea4c41fed28,3
813533484,ddafdfbfb8758638e52b,6
813585561,24e58e7700689d35a95d,6
813746242,1588b9c39ff479d6927d,7
813774582,752227673dc78a8115b6,9
813897782,0c930169436372f4ad24,0
813995981,c7a0f7154e64cd96c617,8
814103826,70735af85b2027764d29,2
814256860,3ef329e10059e314b0f6,5
814296308,84d42a66c69e7320149e,6
814371356,cdc597bff285561e6857,5
814597946,f73015d5aab0eba8ab39,5
814640937,ff39999d717b24231433,1
814676121,b833c0075755175caca0,1
814747273,856e236e0844fa62e195,2
814794428,64cbfba70ce40a1cb383,0
814860589,97b03d54febb35e8f370,3
814910645,5ad0a46a281aa21e67de,7
814990932,deefc9f19c0148bfd2f0,3
815019451,e6523cd3648d5fad991e,5
815069445,ddaa6fc6a80c58af08b1,1
815079820,bfe40b2217bc2b0ac7e5,9
815140087,f0221df7822e97a608d9,9
815172120,6946ec9878ff481e0101,4
815192636,426458ab0d9cbe8260ce,6
815196271,46b64865160deec994e6,8
815210856,a20f9f72c6ca7f8cdf31,0
815240256,19714bfae64f434a7145,9
815416956,f33e62c8dae2f54a7fe2,7
815509038,f36b55b9598d58b2afbb,2
815575650,447798a5c1a91633a1ba,7
815617085,5e4f18f877e0aea9998d,2
815631071,012cae0ed27712a3025b,5
815650367,00c18faa0f1377535dc3,2
815665272,3e7da7feba5ba1b5044b,6
815722806,f4836d74edf3e5919394,5
815777812,bce374465ade0df128ba,4
815805978,0d57dafb957ff5ffad07,8
815806044,486e860398e61eb21efe,4
815836742,80a2a7958f7d7e846905,4
815975513,bd2085f70692af5fb4b1,2
816116403,a3de275f205fccecdf0a,6
816132492,65bb48cea876b2522ce9,4
816154039,d69bd02ec2cdc24e6a48,3
816173320,7d83a0237725f30e1afe,0
816232616,977c38caff679a48ae1e,9
816435104,9a7a7948d52f61609b1c,7
816446599,5e555d4f1277e009fdcc,5
816523983,677bd59a7e888a710811,1
816553274,b26fd525a5fa505b0406,8
816749874,9de7eb3df1d1125bd184,6
816757861,30e9bcb1f0597cc35a25,5
816779748,d44f54eda6a6a45158b3,2
816801078,779a3be4936b8ac639b8,6
816932544,859c13e66bec4f53ae03,9
816949584,d85cc7a1418b07b3141e,2
817021085,215197ced4aa9b206c7f,9
817052032,068d96ed7377b706f2e3,9
817134755,14b441c087c0a4673786,4
817173507,b2180e7a3926b388720f,4
817206737,bf56b7c3aa31b0cd4a83,5
817304306,4a937cc063a11e9b0a18,8
817371705,ee81e298f5448e526e5e,6
817484836,832d0e8be91ad6066df4,2
817487739,8820ff2a63f958448014,4
817503840,39cb9ac86b4971632953,8
817713686,4b91c590beb6ba47be34,2
817839829,7034fce8b3c11230f55e,9
817961592,6876b9871d45913e07fb,5
817963737,acac506509bda6fb632a,7
818047101,aede2590f6b72eef9fb2,7
818291895,626eaf697ba88fdab5e6,6
818434771,fc0c935d3cebcc95fb31,3
818443610,9708a77f89488d4c37af,9
818607766,3558c611aab5a9c73327,4
818806853,827e3057ae7de6d95fbe,0
818888212,8b95de7749ebad118c48,6
818894452,17a5130933da64347421,6
819126961,855051cb6bc68952b712,4
819153545,cffc1da6f1bc84af907a,9
819156484,e7894163f58b00141987,5
819215281,fba8e2d9a320120bd8aa,0
819300485,252ed4ece9335615b53d,8
819308821,367bad00a4bece20c260,6
819331488,0cd6782f7ae7cb851054,3
819370039,4615913c0c0e5bdfc708,0
819407019,d4ebcf0decb94a356c49,6
819867609,bd51abd7dde0698603e0,1
819982972,4512817c8dd717711eed,2
820070283,9e3959c3106a380c995a,1
820386908,5fbde5d7c6e36cfae4c1,3
820390098,a73f40d8354a8685795d,7
820479975,13f88af36abb49491166,5
820571253,a274cc25f3796aa80eed,8
820586237,3b42c263b1b921916d39,6
820670200,7bdfe5a6658d62f96c5c,9
820815172,da33e2284e9dc8c658a5,5
820843048,1047127ff696fd84dd63,7
820924695,18b38db9ed1373cfdad3,9
821029719,5ccbcc32947993046b2d,6
821058180,4514c3e4a7a10e3c1dec,4
821078326,cc896d8d2d9f3a2af259,3
821169090,79857fe517bdf71b553d,8
821210008,23ef2636aefd84b9e25e,0
821239139,ef4f12950e65f83a8994,9
821263969,8afe7bfe5d88df375970,5
821387852,073899f0d2bd5512ee3f,3
821421787,4a51a8e51cebdb5880d3,9
821453155,4e29c3483bcf153d10c3,2
821485264,185aa30d8c1bd75ae2ff,7
821490952,af50a36bfd72717fe908,9
821526584,fe6fc0498cf5c9bdaf02,3
821531369,ab020da87202e948d580,2
821623140,34b5c2daecfc0b2f2798,8
821749576,23ab1c7bdb434db74b56,5
821838932,747a33f0e062d345f54c,1
821863835,cbefaa13335cd0a809a0,5
822175390,3879b4ce92b8459ff879,1
822184468,54402e6a7b39fef34502,6
822233249,691a2c64f7527ddef729,8
822273149,3f90793b8d84d8dfd470,9
822275122,f5d6261cf5518b025004,9
822325505,6ff8b567033d945cd0ab,5
822444951,f8014c217ce5171dc9c7,8
822471354,de07f0debe4fa228838e,2
822597250,fb240800ea784a8a5567,8
822606998,efbb04c04820ed1fdd02,4
822609301,b85d069a685cba267e44,4
822690441,3ea27fd6249528225cf0,7
822696084,631ff9da4df079a86185,5
822716820,68ad3c5409f2b2e322fc,7
822730342,fc52409fab60491c3706,7
822741216,21af9947a066da0e80e9,3
822864146,32dcae15dd4b596ea799,9
822958728,e0735087ede624617c1a,4
822981816,1b232b19c95f5ad2b34a,3
823017940,ae89214ed0d3e84c3719,0
823019712,5bb08aa81b6c440a53c4,8
823212361,48e552993939a7139580,4
823310658,2b1b527b3558b8372545,8
823342203,c4ff790618679fc51d7a,2
823366502,fd4525b443ecb43841ce,6
823387172,ea0477ff70b715d0f4df,9
823518029,ac720f65cd1afb495e21,3
823629892,d0d170e481d9109d41b8,7
823698486,7a8052ce71ae76627372,7
823709331,e95b9c732eb344542e7a,0
823763694,1ecfcf5944c89aacfab1,7
823841545,cd6ecb21e66985857632,5
823843297,5aa02ec2f05eb121661a,1
823880359,47c51b0bcd758b517234,5
823907567,ee39b7948ba4f6ad52aa,4
824047175,a8321db6a97be8e9dd14,4
824067423,bda9c60be789cb790acc,4
824150097,89e7ecacd9f15de90eaf,1
824160291,abfd05e54945c6696431,4
824224006,321fb2b3378818385086,0
824392303,43ba0743d259d925451f,8
824445276,f260e9bfd7fe51bf0bfb,1
824453068,c102e55fb6f393a6548d,4
824482237,bcd554798a8336c1d367,6
824538051,4769a42734753e92f669,5
824539834,0a3e18193fc8cd26eb48,2
824644839,6d7c94a189cca63f4efa,7
824783547,3321fe10b6713ce7f412,1
824819740,cc67763208e0578d07f8,7
824847825,e3893d2ca8a2306d744d,1
824999004,3ac835a1b55d27db3dca,1
825004996,a5669f826c112aea685f,6
825074528,f1bccaef904258635238,7
825088230,5ecadbd83f358f7dcd46,0
825150631,fc6fa9327d24f4edb23f,5
825151456,c9ef17d8bcd9d70cbf86,1
825163139,ae094ca9e5f8611a9a7f,3
825169700,125d3df37a3f7f1b11a0,5
825183241,ada4e8f72cf7d5bcad53,0
825206428,d70cb64cf24d3e724a39,1
825281900,5925e39e25715f1ac20b,9
825294402,e2d11050a34940a2c825,6
825299242,a88ec14d2e205804cdd7,3
825383706,74b4306dbf4b0fff51b7,3
825396381,4784f5148524e7af1268,0
825406291,25da22e62556bf26aa35,5
825737897,f04ca8871ea0b11e7e55,5
825757307,d81f6456caa037136e67,3
825768209,80e8dea805c7d937a8d4,4
825877654,9c6ec9fd2c31884eaec9,9
826081552,06d22eb014a803917005,5
826094703,d6cab6926625c09dee37,1
826188782,d4fd137bb264816146fe,5
826200682,d0db0eb2647e140533f5,5
826290158,6cde05b531577276d2c4,2
826328329,db2439d38cb989f1f94e,9
826445353,0ea2ec7fe33b95972b49,4
826476525,634e5467eec8809d81ce,4
826523466,e204db09c4d01918f2b4,6
826537098,b4eb057a6902dce5350f,1
826608671,64971d2c7187d69e111e,7
826614517,5bc8fe94d419b564d0b3,0
826615908,ea26e1b3877dbd6bda1c,8
826659394,69ac77e798170f74f479,2
826765440,0738e8ef67fa0b8683d2,8
826836915,5cf1a57e5f2b51170460,5
826902668,fcaa8c61fcb2ce77dcc6,2
826903770,f8c1764a2f0bebfd285e,6
826981256,dfc759708556e6b40295,1
827234731,bc5d70da688bafa30f70,5
827267082,b11f7cb444521e6a48aa,3
827314675,79933af82e7b23a6bed0,3
827375878,058b3bebe7755121a15e,5
827522164,7de00839125acc6bdee4,1
827768907,7f8c8322b0bee964429a,8
827789664,e1f08974d41b5dd3d0d5,3
828043736,30b7a329ea1c18e3eba7,7
828115427,1d81dbea1d6138315285,8
828257823,f8b98c196b4dd32c8ee4,0
828370198,68dec5e4d4172382a09b,9
828389765,cb9e08b3ed4cab5144aa,1
828422521,cf00a12beb73eda7b897,8
828451747,0b15f4535379704eabf4,6
828552753,a29da019132ace743fa0,5
828565283,fc6748bfc93287ed15f4,1
828630149,431f9bb52c6eb4e3a373,1
828695300,dbf083d5221adaaeb036,4
828788900,9736b59b0e083d2d6780,2
828812677,4b10ac692ed115999e5e,6
828828289,03a3d3d3b606e603ae5a,3
828984250,6dfd9ca3bd1dcf735704,9
828989142,15c154877a65a4086ce0,0
829090964,6d27dfeb81974bc145c4,5
829200993,cc20f3b664068a019355,8
829239840,cfe4d5d9d9ef2ce5bd21,0
829247225,8ccb8de878556e514948,1
829253769,c5c950d6d603efe6a16b,6
829296742,f2427f7c7492bf37ddd3,2
829339695,5d839f61215ac6de0f53,2
829439298,37c6c3d7032e4f9c1423,8
829476992,fd3dd62ffaf233553191,7
829570766,068164dd455bca8abd6e,1
829670977,feb1dd055b9d24b89acc,6
829779419,6c222096368689e8b5b7,3
829993431,52cdc07bb68dd52a6fe0,0
830083779,1fd9058cda0a3419fcea,6
830414375,ef17c26569366057b4f2,8
830442233,8a8f61ed9abc720fe605,3
830444762,24fe9e9c5765d23a27a1,0
830502800,bddc7ed66ae91def76f4,1
830517797,16fe75bf8ddf856a1583,7
830535934,0573498f6a8e29ff80b8,2
830625399,51c4c5a169de6466667a,6
830626466,1bdd0e6cc7b517680e8a,9
830647456,5e499c260e2c01a5c51e,1
830788610,36df367abb6cacdab225,4
830792770,3418d922d76ce0782488,2
830895804,74eb8a1fc7f96cabe330,3
831081753,e0c907a7db86084f1372,8
831167918,a6685a84f5bf214aaa8a,9
831176877,3a42c9118dc6880705e0,8
831393616,598afaaf397f2530db0d,5
831417726,3edbc0f4f9fc18d9163a,5
831522627,87903e84df1e0006548c,0
831596017,92deff64fb039338ee7d,3
831606558,5403027de8eacb797195,0
831606738,15802dd390cfeb99d6ed,5
831611698,ee1dd8d97414e2221e94,7
831614827,e2d299cf5699ed1e8daa,5
831710692,ca91db585c073db3a365,0
831778902,dd17f75798681b17388e,7
831831838,86647f91be0fe881db10,7
831856317,e1683a96835a28f70121,6
831890429,4980549e23f1a2cf8ee8,5
831914526,139776db6a86a9307338,7
832033816,ba51909fa3e52e2220a3,5
832051895,8dd8c5468e80390c0712,4
832089110,e329d7ac103401133361,9
832141352,5aaf3f54ff12fa4a15d3,0
832178718,07b57e2d01b66df72906,0
832276412,314fe7ce26fef45d5859,7
832359344,80c16156f999367dbdac,1
832403105,ef65846a0c524e92e6b9,3
832453013,65fb49997e45b8aaa50f,6
832472146,e5a1b7b4ab941d80c05e,6
832538452,56616a65c555007af009,9
832570965,037656697f1687c0078e,4
832736097,1337f3ce21573859ad85,0
832776223,5875c697b96125ce3590,4
832834015,9f0811f3798c4e08d9ad,3
832861356,21350d4ff70dc086dcf9,4
832879519,74e865faa82544218674,2
832883728,5c251f4e852ad08bb221,1
832983100,73ed4dc49dcf97ed76cc,5
832993184,095841455bd60569dfce,4
833019307,91fec787d283563eaa5d,8
833190748,c5ea57c86a282c11ccb3,6
833402221,cc3b793c6ca520bf2860,4
833434773,eac2f5f20946c05535ec,3
833451043,50f04c91730aa3873afe,6
833583456,fa72e7d3fe32658f87e5,0
833599586,dcf2c82f1fb5360a0485,1
833616571,1d4874bc020be663621e,8
833732643,edbee6150191361cb020,1
833762488,74fb005c20fcfad9c81e,6
834159461,f171ac06a94875a2eaf4,2
834200298,31a1646b1c8ae6a4fa10,1
834265074,3b19e6eaa6421694c659,6
834307597,fa3a4c10880513c85142,8
834336581,7891fffd014111e794df,9
834351766,287e0a3658734db500ff,5
834417919,811d5954630b296b7b33,8
834426069,d63abaaeb7a332b23546,7
834652342,06f8a2eda5ea79ad2fa8,4
834664688,5dfafe930f83667e2ce7,8
834686163,0657797d1a5369632f9f,5
834765134,bba07368c0dd8a3fd570,1
834832857,638e07cccd4f0cf71549,1
834953516,d1d0db32e55029d1c27f,0
834960909,8e0dc43f37876e437800,8
835133821,b52bc71e5e87429b9402,4
835146954,2826b5b4006145fb5cce,5
835203841,180371ebdd846253fb14,0
835209846,edcef3f28f8f9a46bda3,9
835283389,f3c95b749046497d4649,4
835335320,f8c622a8372b169cb419,9
835588426,894651329251b37bd080,3
835604446,11f23f648771aead7e9d,2
835667352,2ff86f95b654e6321ae4,1
835782716,4dab681cfc2417b5d9cc,7
835838908,7950427f18870f7244e8,5
836181707,86d7cbaef649d115477a,0
836223002,d925016022a34a78ba01,6
836267605,281167beb0b3beef181a,2
836314882,3e42fb7cbd50d9525ba4,6
836453240,7cfb91aecc656e3a0430,4
836460039,523b424454fdcd6c9b91,0
836468129,10a12c1feecc41a6e27e,4
836567075,84b02ab7e97880d7b2c3,0
836671415,d1bcc49029b36258e529,5
836802513,030d4c7bcc5bd1cd6ec5,2
836898557,a87b33fffecf665f5951,3
836952406,1a1de8d4489e3a63ca16,4
837003264,8044ef3067428d9989b6,3
837095892,80e3b163cbd5bb1ebf86,3
837127361,5f5283da7d8ffa894f4a,5
837248748,3b1b5e1b599568b01913,2
837300328,683588eee335f9362584,5
837311860,64757d06b841758f50df,3
837331515,a0e92007674392673173,5
837349204,ed2b74381eead09025bb,5
837404800,64363868d1e588e3aa6b,2
837525916,814f815c04c5f349a846,3
837616963,974c3f98934f113601c8,6
837814911,7e81a31030652dcdd116,6
837878626,910e00b1d45b94fcc0b1,4
837952805,b238025d7763d564c1a7,8
838233179,3a0481c4bbaaf19e4a2c,2
838334889,161fad967d3c971f7c33,4
838344953,b5a72da96eba2fa90b07,3
838378985,7cf4ae4827ec6c6c7046,0
838489185,0b2f3c8c263d625c6955,9
838492750,7fdb4ca848478549fc11,2
838612312,ceb83ff8763c5cf01349,7
838719756,d1ffe004b0fc148c9085,1
838737284,0acf236279600f039dee,4
838740162,9ceb52667f726a038556,0
838750137,d97a99c104fe6cf86e59,9
838781303,b6779ecdb46290c35705,1
838895796,59aaa2fd532183ae3c8b,4
838940922,733afa4498a37ed15224,5
838970803,b3bfdf0cb2074d051ada,4
839118228,47cdf67aacdee8270644,5
839401072,5e3a9fa1df1613344862,7
839441781,0dfe69c7ba0965ddc7ec,4
839449645,a756c38032f2e7496f3e,7
839470040,7acf291c23dc774d1f0d,0
839516267,3e213bf40984f73fc378,8
839586425,77e6eda5ce949cda9047,5
839591471,4b52ac6d54b81e490c2e,8
839632601,626eaf697ba88fdab5e6,6
839662237,3197d3d77117dbea66b9,0
839700082,b99a189b62d18527c07c,8
839725277,ed56fd8c947836d6fb61,4
839744377,ece54885d350ecc172e8,3
839888009,43920b67d44c246fcc94,7
839950707,160c2bf525047a08b84b,1
840062279,7ea3361c177d81142b6e,8
840074074,d9d80268fb2ef5000d5e,0
840112419,bd2287f14c7e41ced96d,4
840114905,b25d08278e85acc4d919,9
840122209,0deddb54164da6e5ff9b,5
840211046,65842dac705954f0b8c4,4
840301751,f93486e8c4b0d64ccaf9,2
840632522,24a914dd6070e2168080,5
840772223,3e58b0c0dc4d70bae807,1
841063620,74b5202120532c6e25c1,1
841124372,1b6b9cdfd86cd18e0dbc,6
841186724,abdca699c1f3b2c61a8b,5
841223624,99218da9573659128cbf,8
841330805,c2515f3839623e63221f,5
841366889,2112eb81bcfc2f08c72b,1
841479690,87adf9ee6feeb6ce51f6,5
841579731,74f499a7815fdd932a2b,9
841592667,ff22974cad735ffd84a8,8
841595438,23bc45fa1035b21222be,6
841681293,6c3f957535b6e9ad3af7,0
841737047,12031671691d29080063,3
841820089,ac1da372691348af5ecd,5
841870583,ac4d55d2241bb7f44e1f,7
841890461,757936325fe5f4c4ffdb,4
841950352,35848f9c3211f40efa07,3
841994130,9641c3447f904046b0b7,5
842010499,ee2035c36db3c5f13076,8
842027995,72fc50c38f0b9817fe95,1
842084708,089bb3c1355ea825f3fd,0
842116015,772019ea4af3685db065,8
842154946,371569ffea67f8d335aa,4
842309291,36f1ac32bb6194330603,0
842532269,2abfbbe7874834cf9ef9,5
842567347,c596d36014163e8aba62,1
842654057,2a7095cbe181ccab8133,6
842726511,58802a11ffcfddd14a02,6
842750963,52fcb0a5c454cf8841d6,5
843109668,2a15b623002e39d74311,0
843279115,7e20e08b208de3b3e96d,1
843302039,311be0fc8c542af27e9f,7
843334337,fdf3fa84bf154fb5377c,8
843344596,67b6ae120d3631c81452,4
843375252,7e7ef94f2480e9425537,0
843430239,3a2b3cf69cb2560195aa,1
843445922,545c96214f30bd3652f0,5
843690478,d7706b02934cc27227b7,3
843780384,3bd78dfdbf75d6bcd512,5
843968235,7c506f6613f6adac563f,1
843990056,c223949dc6a2147b574d,2
844106666,2f8844f3c9b131d59d2a,1
844198553,d1307776472a722f15ad,0
844272420,9b5cacb2a1e250e15b2d,1
844342438,13209370978155808268,9
844357310,2716fc0ce04320cc6265,4
844435628,39da212ca5b7caff6dec,9
844604674,66409723d3ac816fcda2,3
844672212,b8178623da387d5c1a2e,6
844832798,331817a8e6b2307e6109,2
844970664,450f421dbd92ff0fb9c2,0
845045962,fe4527938b07a921614e,5
845048452,b7e282261fedf963f05a,3
845136322,6c6e2ce871e6f8698e74,3
845154920,3d71a94244e89a4ca4c5,2
845234562,c22392f4203354ac72ef,5
845237690,853e4cd8dc8ac6a357bf,3
845265580,f65ac036ea055853b8f9,9
845400567,0b68d955825438b700ef,6
845406925,035a6ce00bb74ca331e6,5
845881926,4d4b04ee73b3c310eaf3,4
845990645,d5d8410eae6241cd7379,9
845993694,24e58e7700689d35a95d,6
846143820,f5ad1826dd4a4776f5ad,8
846154185,af3c6202aea9117dcfe5,4
846168965,cd8658691e81a4351c65,3
846198631,5f2e79fdb4b29967488f,8
846202143,8f704d33a3d6e164834a,8
846494580,e3c8e445591f6b0479c4,5
846502146,1415e9cfc2afc4e700f0,0
846523116,37aaf153aa6899ad4cc7,9
846586663,25f95f33886b31036fb6,4
846600696,3665aa90043f7c057d02,0
846742916,fe86208f0b2a4bf224de,2
846757469,bdd17d4fdb544433c767,5
846788192,9d48c99e73e771f32cd9,1
846902518,24beefb3bfa660754e58,0
846933738,ee444772627614e2f098,5
846962401,e51fec8b85505589a0be,0
847097167,ba1ff7bcc3c80e678126,4
847234925,ff50b4b102331c1d33f0,4
847259050,a78798157388b78e0783,3
847351627,4368740581cb08dbf4b6,6
847634904,1ce1b7d722a7cad8aa3d,7
847639954,0afc1a5fff8440096acc,0
847714693,b863b9501f7478705309,9
847719383,24de0dbe6693f38dfe1f,0
847866217,a0d0915836fc43b3a65b,1
847978890,440e511d271c85a9b1ed,9
848018573,54a21024ca0897745338,4
848149738,fa956389953bbe9bf372,9
848182145,2d14c16bd154ccb8a558,8
848222707,f5deb0ae0f47dfeed16d,0
848298774,98b065668d812c849001,5
848317770,449e8db0033b331134df,1
848396847,8bf6f3c35d12149571ff,3
848425453,b00b055e5b8546d73852,8
848458831,4b5480756cd3e5587fab,4
848491376,d0ed6ef35321c12a1d6b,1
848548938,006d3faf9e55e736f495,0
848561298,033c7bb5013d296bbf9c,5
848698032,6b11d62bfa5d605e8ff2,2
848913021,b8f07786172cf52e7834,1
849169182,982c0b7c00e1320f0631,0
849212621,4d0d2e76d99bf83e342a,9
849214417,92f128f4bc9d66cbb6a8,5
849346856,b5eda1aa90182839679b,9
849392073,631f5ee6f0b99135f11b,0
849450351,330373a1f3099a22353b,3
849463785,5ce0deeafee4a44e52ae,7
849476077,7557e24a5107bfe26861,2
849499659,b4dd134b415d34301d33,9
849503286,0aedc8566b9e3de58f90,1
849544505,4ea78e91e765502c4c78,0
849751541,c03f28455e5f4e7499c2,5
849755318,d7d0956e11b9b8de9fac,3
849773595,b452c43904ad1be9fdca,9
849872274,2772e11fe6bd164b6957,5
